Activity ID,Data Element ID,Data Element Label,Description and Definition,Multiple Choice Type (if applicable),Data Type,Input Options,Calculation,Quantity Sub-Type,Validation Condition,Editable,Required,Skip Logic,Linkages to Aggregate Indicators,Notes,ICD-11 Code,ICD-11 URI,ICD-11 Comments / Considerations,ICD-11 Relationship,ICD-10 Code,ICD-10 Comments / Considerations,ICD-10 Relationship,ICD-9 Code,ICD-9 Comments / Considerations,ICD-9 Relationship,LOINC version 2.68 Code,LOINC version 2.68 Comments / Considerations,LOINC version 2.68 Relationship,ICHI (Beta 3) Code,ICHI URI,ICHI Comments / Considerations,ICHI Relationship,ICF Code,ICF Comments / Considerations,ICF Relationship,SNOMED GPS Code,SNOMED GPS Code Comments Considerations,SNOMED GPS Relationship,SNOMED CT International Version Code,SNOMED CT International Version Comments / Considerations,SNOMED CT Relationship,HL7 FHIR R4 - Resource,HL7 FHIR R4 - Values,HL7 FHIR R4 Code,HL7 FHIR R4 Relationship,ICD-11 Description,WHO ATC Code,WHO ATC Name,Origin Tab
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,427682002,Diphtheria toxoid 30 iu/tetanus toxoid 40 iu/acellular pertussis toxoid 25micrograms injection solution 0.5mL prefilled syringe (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,766203003,Haemophilus b polysaccharide 10micrograms/tetanus toxoid 30micrograms powder for conventional release solution for injection vial (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,333693009,Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine prefilled syringe (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,333696001,Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine vial (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,333691006,Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine vial+prefilled syringe (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,425555004,Haemophilus influenzae Type b + tetanus vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,427048007,Haemophilus influenzae type b 10micrograms/diphtheria toxoid 30 iu/tetanus toxoid 40 iu/pertussis 25micrograms/recombinant hepatitis B virus surface antigen 10micrograms/inactivated poliomyelitis injection solution 0.5mL prefilled syringe (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,425638005,Recombinant hepatitis B virus surface antigen 10micrograms/diphtheria toxoid 30 iu/tetanus toxoid 40 iu/acellular pertussis 25micrograms injection solution 0.5mL prefilled syringe (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,375054005,"Tetanus toxoid, adsorbed 20u/mL 0.5mL injection solution ampule (product)",,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,333621002,Tetanus vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07AM,Tetanus vaccines,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA06,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA09,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA11,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA13,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA05,diphtheria-hepatitis B-pertussis-tetanus,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA07,diphtheria-hepatitis B-tetanus,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA02,diphtheria-pertussis-poliomyelitis-tetanus,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA12,diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA01,diphtheria-poliomyelitis-tetanus,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA03,diphtheria-rubella-tetanus,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07AM01,tetanus toxoid,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07AM51,"tetanus toxoid, combinations with diphtheria toxoid",IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07AM52,"tetanus toxoid, combinations with tetanus immunoglobulin",IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE19,Tetanus Vaccines,Vaccine terminology codes for Tetanus,,Codes,,,,,Yes,,,"IMMZ.IND.15, IMMZ.IND.43",,XM31Q8,http://id.who.int/icd/entity/1436712068,Extension codes are not used in primary tabulation.,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,"Tetanus, diptheria, acellular pertussis",Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE20,Tick-Borne Encephalitis Vaccines,Vaccine terminology codes for Tick-Borne Encephalitis,,Codes,,,,,Yes,,,,,XM8MP6,http://id.who.int/icd/entity/1955820655,Extension codes are not used in primary tabulation.,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,836403007,Vaccine product containing Tick-borne encephalitis virus antigen (medicinal product) Tick-borne encephalitis virus antigen-containing vaccine product,,333699008,Tick-borne encephalitis vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,"Encephalitis, tick borne, inactivated, whole virus",J07BA01,"encephalitis, tick borne, inactivated, whole virus",IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,333708002,Hepatitis A 1440u//typhoid 25mcg vaccine injection solution 1mL prefilled syringe (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,333707007,Hepatitis A+typhoid vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07CA10,typhoid-hepatitis A,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,412324003,Typhoid VI polysaccharide vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,346696005,Typhoid live oral vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,346639000,Typhoid polysaccharide vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,348070000,Typhoid polysaccharide vaccine 25micrograms injection suspension 0.5mL prefilled syringe (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,XM8BU8,http://id.who.int/icd/entity/715198108,Extension codes are not used in primary tabulation.,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,89428009,Typhoid vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,Typhoid vaccines,J07AP,Typhoid vaccines,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,346697001,Typhoid whole cell vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,52628005,Typhoid-paratyphoid vaccine (product),,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,Not classifiable in WHO ATC,,IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07AE51,"cholera, combinations with typhoid vaccine, inactivated, whole cell",IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07AP10,"typhoid, combinations with paratyphi types",IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07AP02,"typhoid, inactivated, whole cell",IMMZ.Z Vaccine Library
IMMZ.Z1 Vaccine Library,IMMZ.Z1.DE21,Typhoid Vaccines,Vaccine terminology codes for Typhoid,,Codes,,,,,Yes,,,"IMMZ.IND.18, IMMZ.IND.46",,Not classifiable in ICD-11,,,,Not classifiable in ICD-10,,,Not classifiable in ICD-9,,,Not classifiable in LOINC,,,Not classifiable in ICHI,,,,Not classifiable in ICF,,,Not classifiable in SNOMED-GPS,,,Not classifiable in SNOMED-CT,,,Immunization.vaccineCode,,Not classifiable in HL7 FHIR,,,J07AP01,"typhoid, oral, live attenuated",IMMZ.Z Vaccine Library
